trade_id,signal_type,is_long,is_trend,signal_bar,signal_ts,entry_bar,entry_ts,entry_price,sl,tp,stop_dist,atr_at_entry,exit_bar,exit_ts,exit_price,exit_reason,trail_stage,bars_held,real_pl
88,Trend Short,False,True,2876,1724968800000,2877,1724970600000,59181.99,59421.740039852266,58222.98984059093,239.75003985226618,399.583399753777,2881,1724977800000,59421.740039852266,SL,0,4,-269.34103485226797
89,Trend Short,False,True,2890,1724994000000,2891,1724995800000,58762.8,58936.59504050171,58067.61983799318,173.7950405017061,289.65840083617684,2892,1724997600000,58936.59504050171,SL,0,1,-203.17644050170364
90,Trend Short,False,True,2986,1725166800000,2987,1725168600000,58036.03,58163.478061312264,57526.23775475094,127.44806131226551,212.41343552044253,2988,1725170400000,57986.0,SL,1,1,21.011984999998838
91,Trend Short,False,True,2996,1725184800000,2997,1725186600000,57997.03,58126.86378906265,57477.69484374941,129.83378906264795,216.3896484377466,2998,1725188400000,57931.0,SL,0,1,37.03148499999884
92,Trend Short,False,True,3089,1725352200000,3090,1725354000000,58789.01,58923.27283075147,58251.95867699412,134.26283075147037,223.77138458578398,3090,1725354000000,58923.27283075147,SL,0,0,-163.65733575146785
93,Trend Short,False,True,3099,1725370200000,3100,1725372000000,58398.99,58556.869576527395,57767.4716938904,157.8795765273998,263.1326275456663,3100,1725372000000,57767.4716938904,TP,0,0,602.3188111095959
94,Trend Short,False,True,3101,1725373800000,3102,1725375600000,57672.84,57854.71384914862,56945.344603405494,181.8738491486254,303.1230819143757,3102,1725375600000,57854.71384914862,SL,0,0,-210.71026914862196
95,Trend Short,False,True,3119,1725406200000,3120,1725408000000,57487.74,57646.53171711862,56852.57313152552,158.7917171186206,264.65286186436765,3120,1725408000000,57646.53171711862,SL,0,0,-187.53558711862001
96,Trend Short,False,True,3121,1725409800000,3122,1725411600000,57140.02,57330.95843976044,56376.266240958226,190.9384397604432,318.230732934072,3122,1725411600000,56376.266240958226,TP,0,0,735.1837490417705
97,Trend Short,False,True,3131,1725427800000,3132,1725429600000,56252.01,56449.087934136325,55463.69826345472,197.07793413632103,328.4632235605351,3132,1725429600000,56449.087934136325,SL,0,0,-225.20393913632316
98,Trend Short,False,True,3174,1725505200000,3175,1725507000000,57085.7,57271.81915993286,56341.223360268545,186.11915993286235,310.1985998881039,3176,1725508800000,57135.42,SL,0,1,-78.26285000000117
99,Trend Short,False,True,3180,1725516000000,3181,1725517800000,56852.0,57034.6306391903,56121.4774432388,182.63063919030034,304.3843986505006,3182,1725519600000,56914.01,SL,0,1,-90.43600000000204
100,Trend Short,False,True,3186,1725526800000,3187,1725528600000,56820.37,56982.238525277455,56172.89589889019,161.86852527745316,269.78087546242193,3188,1725530400000,56797.0,SL,0,1,-5.040184999997383
101,Trend Short,False,True,3197,1725546600000,3198,1725548400000,56558.0,56767.66589355732,55719.3364257707,209.66589355732415,349.4431559288736,3199,1725550200000,55977.0,SL,2,1,552.721
102,Trend Short,False,True,3226,1725598800000,3227,1725600600000,56367.22,56536.08018287954,55691.779268481856,168.86018287953604,281.4336381325601,3227,1725600600000,56536.08018287954,SL,0,0,-197.04379287953628
103,Trend Short,False,True,3230,1725606000000,3231,1725607800000,55567.99,55764.30351018384,54782.73595926463,196.31351018384098,327.18918363973495,3231,1725607800000,55764.30351018384,SL,0,0,-224.09750518384158
104,Trend Short,False,True,3243,1725629400000,3244,1725631200000,55896.01,56141.65679614465,54913.42281542143,245.64679614464382,409.4113269077397,3244,1725631200000,54913.42281542143,TP,0,0,954.6391795785732
105,Range Short,False,False,3356,1725832800000,3357,1725834600000,55209.0,55339.30032624327,54883.24918439184,130.30032624326503,260.60065248653007,3357,1725834600000,54883.24918439184,TP,0,0,298.1463156081603
106,Trend Short,False,True,3389,1725892200000,3390,1725894000000,54840.0,55029.28415149341,54082.86339402635,189.28415149341157,315.4735858223526,3390,1725894000000,55029.28415149341,SL,0,0,-216.70415149341164
107,Trend Long,True,True,3398,1725908400000,3399,1725910200000,56871.5,56648.24665417738,57764.51338329046,223.25334582261576,372.0889097043596,3400,1725912000000,57089.53,SL,1,1,189.59424999999882
108,Trend Long,True,True,3402,1725915600000,3403,1725917400000,57671.99,57426.90394106519,58652.33423573925,245.08605893481183,408.47676489135307,3403,1725917400000,57426.90394106519,SL,0,0,-273.92205393480856
109,Trend Long,True,True,3422,1725951600000,3423,1725953400000,57100.0,56925.884720507886,57796.46111796846,174.11527949211458,290.19213248685764,3424,1725955200000,57218.56,SL,1,1,90.00999999999767
